Text,H1,H2,H4,H5,H6,H7,H9,H10,polarity
استثنائي. مستوى الاربع نجوم لايزيد عن ذالك السعر مناسب مساحه الغرف مناسبه الموقع ممتاز ومتوسط الاماكن الحيويه. يجب الاهتمام بالنظافه اكثر,0,0,0,1,1,0,1,0,positive
“فندق جميل وممتاز وسأوصي به وسأزوره مره اخرى بإذن الله”. اعجبني سرعة تنفيذ الطلبات والكووول سنتر روووووعه والقهوه الموجوده في الاستقبال. اعجبني بصراحه استقبال المدير المناوب لي وابتسامته في وجهي رفع الله من شأنه وأصلح الله ما أعطاااه,0,0,0,0,1,1,1,1,positive
مرييييح ووفر علينا الوقت,0,1,0,0,0,0,0,0,positive
جيد. فندق جميل للعايلة ومريح أنصح بالمجي فيه. دورات المياه بها روائح,0,0,0,0,0,0,1,1,positive
تطبيق جداا ممتاز و رائع و معاه صارت الحياه سهله 🌸 عندي اقتراح صغير و هو أن تضيف خاصية المفضله، و انا ابحث عن المطعم الي ابغاه الاقي مطاعم افكر اجربها بس تضيع علي او انسى اسمها ف لما يكون عندي مفضله أضيف المطعم و اجربه في وقت آخر و لكم كل الشكر والتقدير 🌸 🌸 🌸,0,0,0,0,1,1,1,1,positive
يوجد فيه جميع الاشيا,0,1,0,1,0,0,0,0,positive
جيد. المعاملة الممتازه من العاملين على الاستقبال وفي مطعم الفطور اليومي. اقفال المطاعم والكوفي شوب مبكرا ولو مدت الفترة ساعة اوساعه ونصف لكان اريح للسكن حتى يتمكن من الجلوس على الكوفي شوب اواخذ وجبته في احد المطاعم,0,0,0,0,1,1,1,1,positive
والله احلى شئ انا طلبت كذا مره و الله  الأكل كله وصل,0,0,0,0,0,0,1,1,positive
“أفضل إقامة على الإطلاق”. كل شي أعجبني .. من فخامة الغرف و تصاميم الديكور .. لا شي,1,0,0,1,0,0,1,0,positive
ممتازه الخدمه,0,1,0,1,0,0,0,0,positive
والله التطبيق عجيييييب,0,1,0,1,0,0,0,0,positive
برنامج ممتاز للغايه,0,1,0,1,0,0,0,0,positive
😏😏😏,0,1,0,1,0,0,0,0,positive
استثنائي. كل شي روعه طاقم العمل اكثر من رائع لم اشاهد ابداً طاقم عمل بهذا المستوى من الخدمه والبشاشه والاحترام ليس له مثيل في الشارقه. لا شي,0,0,1,1,1,0,0,0,positive
“خدمات ممتازة”. الخدمة ممتازة بالاضافة جودة وسرعة الانترنت في الغرف . نظافة الغرف والحمامات . الفرش الجديد اعجبني جدا و مريح . السعر مناسب جدا مع توافر معظم الخدمات من حمام السباحة والصالة الرياضية وجودة الطعام .. ,0,0,0,0,1,1,1,1,positive
طلبت منه سفري بيتزا بستو ١٠/١٠ خياللل مرة سعرها ٤٧  رفيولي تشيز١٠/٦ متوسطة سعرها٣٥  تحتاج تحسين من الجبن المحشي والصوص الخارجي  البيتزا توصلك حاررة البيتزا عندهم خيالل لذيذة مرة اعتبره المطعم الوحيد الايطالي في بريدة اللذيذ اكرر زيارتي له كثير اذا حافظ ع هذي الجودة او تحسن للافضل  وان شاءالله لي زيارة ثانية مع الوالدة من عشاق الايطالي هي🫶🏻,0,0,0,0,1,1,1,1,positive
“موقع جيد”. تعاون الموظفين. وبشاشتهم موقعه جيد حيث قربه من جميع الخدمات. الغلا الفاحش في اسعار المأكولات من الروم سيرفس,0,0,0,1,1,0,1,0,positive
“ليست ممتعه أبدا بالنسبة للسنوات الفائته”. الافطار فقط. المكيف حار جدا المكان والديكور قديم جدا ليست,0,0,0,1,0,0,1,0,positive
“مع مريال الطائف احلى”. الموقع وجمال المكان. الادارة تحتاج الى تطوير,0,0,0,0,0,0,1,1,positive
لذيذه يم يم,0,1,0,0,0,0,0,0,positive
رائع ومفيد على الإطلاق,1,1,0,1,0,0,0,0,positive
“راقي”. ممتاز وفخم وراقي. ,0,1,0,1,0,0,0,0,positive
“سعدت كثيراً بالسكن بجوار الحرم”. الهدوء في الممرات والاستقبال كان أكثر من رائع وخدمة صف السيارات ووجود مواقف في زحمة الحرم وسرعة انجاز الحجز وقربه من الحرم وباب الملك فهد والإفطار كان لذيذ ومتنوع. المساحة الضيقة للغرف بعض الشي وارتفاع سعر غسيل الملابس,0,0,0,0,1,1,1,1,positive
استثنائي. ممتاز في كل شيء.. ,0,1,0,1,0,0,0,0,positive
“رائع”. كل شئ. لا شئ,0,1,0,1,0,0,0,0,positive
“رائعة”. بصراحه  المكان جميل  جدآ وهادئ ترتاح لا مصعد ولا اصوات القهوة عليكم بها تصحصح وترووق روقان ع الآخر اشكر الجميع. إقفال النادي الرياضي,0,0,0,1,1,0,1,0,positive
استثنائي. موظف خدمه العملاء الموظف / صالح الصراحه تعامله مع النزلاء احسن من الممتاز ويشكر عليهالراحه التامه والنظافه والتعامل والبحر وعمال الخدمه. لا يوجد شي,0,0,0,1,1,0,1,0,positive
روعه قد الدنيا انا طلبت وكان المطعم مرههه بعيد بعد 5 دقايق جاء الطلب انااهنيكم صراحةً,0,0,0,0,1,0,1,1,positive
انا بعرف انو التطبيق حلو بس على هاتفي ما بيشتغل الا اذا حدثته وهو اخر تحديث,0,0,1,0,1,0,0,1,positive
“اقامه مريحه وجميله ورائعه”. الافطار جيد جداالموقع ممتاز قريب من المجمعات وشارع الشيخ زايدالاستقبال راقيخدمة الغرف ممتازهالجو العام جيد جدامطل على حي سكني لشرق آسيا واعتبره جيد نوعا ماعن رأي الشخصي انصح به وبقوه مقابل المال والموقع والخدمه وكل سنه اسكن فيه ومن وجهة نظري ماعليكم من كلام الناس في التفييم انا ما اسكن الا في امتكن راقيه وترددت اسكن الخوري ولكن الان كل سنه سأقطن الفندق وعاجبن بزوووود. عدم التنوع في الافطار ولكن اعتبره جيد جدابعض الاحيان نشم رائحة دخان ولكن ليست بكثره لدرجة عدمها ولا بأس به مع اني غير مدخن,0,0,0,0,1,1,1,1,positive
جيد. الموقع ممتاز جدا. السعر والضريبة,0,0,0,1,0,0,0,0,positive
جيد. التأخير باجراءات الدخول والخروج.. ,0,1,0,1,0,0,0,0,positive
استثنائي. الخدمة والاستقبال ممتازة والافطار رائع. ,0,0,0,1,0,0,0,0,positive
“هدوء و خصوصيه”. الموقع .. مساحة الشاليه .. الهدوء .. ومازال المنتجع يطور الشاطيء والاناره والتشجير .. ان شاءالله يستمرو ويسير افضل. لايوجد سجاد او موكيت او سجادة صلاة ابدا .. المطبخ يحتاج ادوات .. المسبح جدا باااارد ولا يوجد كراسي عند المسبح .. الهاتف هوائي داخل المنتجع فقط .. الواي فاي بطيء جدا .. خدمة النظافه لازم تتصل تطلب تنظيف,0,0,1,0,1,1,0,1,positive
موفر و مريح,0,1,0,0,0,0,0,0,positive
استثنائي. الموقع ولشباب فقط. ﻻشي,0,1,0,1,0,0,0,0,positive
“لاباس”. . الصوت في الشارع وخاصه الغرف المطله يصل للغرف بالاعلى .,0,0,0,0,0,0,1,1,positive
“الفندق ممتاز ويعتبر رخيص”. موقعه المميز على بحيرة خالد ومن  ضمن مرفقاته حوض السباحه الفسيح وملعب لكرة القدم وهو ما يضيف مرح للأطفال. لا يوجد,0,0,0,0,1,0,1,1,positive
“السعر مناسب”. كان ممتاز بالنسبة لي لقربه من المقصد الذي أتيت لأجله. لم أعلم أنه يحتوي على بارات وهذا ضايقني,0,0,0,1,1,0,1,0,positive
مايستاهل ربع نجمعة نبهوا الناس من اول ان التوصيل بس في الرياض مافي توصيل في ينبع لاحد يحمله نصيحه الا اذا كان من الرياض,0,0,0,1,1,0,1,0,positive
“إقامة رائعة في فندق رائع 😍”. الموقع جدا رائع والموظفين ودودين. .المكان نظيف..مواقف سيارات متوفرة..الغرفة جميله والسرير مريح ولكنها ضيقه بعض الشيء. عدم وجود عازل صوت بين الغرف..القنوات التلفزيونيه محدودة جدا,0,0,0,0,1,0,1,1,positive
جيد. سرعة اجراءات الدخول ..لم اتوقع ان الفندق يهذه الجوده والنظافة ..بوفيه السحور متوفر ومكان الطاولات كبير ..وجود حافلات سابتكو طوال الوقت ... ضرورة وجود اكثر من موظف في الاستقبال خصوصا في العشر الاواخر من رمضان .. الغرف الثلاثية تحتاج اضافة مناشف لثلاث اشخاص لان الموجود لشخصين..,0,0,1,0,1,1,0,1,positive
“لن أجرب مكارم منى مرة أخرة.”. السعر كان ل ليلتين ٤٤٠المرة القادمة سوف أحجز بجانب الحرم. و يكون الدفع يستاهل الغلا. على الأقل الخدمة التي أتلقاها تكون مناسبة لي و مرضية. ليس مثل مكارم منى.. ١- دورات المياة و أرضية الغرفة غير نظيفة٢- فترة توصيل للحرم بعيدة كل ساعتين. المفترض يكون النقل للحرم كل ساعة. ٣- وقت الافطار الساعة ٨ ص. بينما الفنادق الاخرى بعد صلاة الفجر.,0,0,0,0,1,1,1,1,positive
“أنصح به”. أعجبني كل شي بالفندق من مطبخ وغساله وراحه ولايوجد به بار أو ديسكو ويُنصح للعائلات علما بأني سكنت انا وصاحبي وعندما سأذهب لدبي بعائلتي سأحجز فيه ان شاء الله واحلى شي فيه تطلع من الفندق على المترو محطة دبي للانترنت ووالاعلام. اتصلت ثلاث مرات والفارق بينهم من ساعه الى نص ساعه كنت ابغى مكوه للملابس فقط,0,0,0,0,1,1,1,1,positive
“أنصح به لمن يرغب في الرحة و الهدؤ”. النظافة و جودة الخدمة ملفتة للغاية .. و تستحق الإشادة .. الإنترنت ضعيف و متقطع . كنت أتمنى وجود أدوات إضافية في المطبخ .,0,0,0,1,1,0,1,0,positive
“تجربة لا بأس بها”. موقع الفندق ممتاز وقريب من الحرم النظافة جيدة جدا وجبة الأفطار جيدةوجود موقف مجاني للفندق وهذا ممتاز في المدينة المنورة. عدم مهنية عمال خدمة الغرف ، وطرق الباب أكثر من مرة للتاأكد من وجود أشخاص بالغرفة عدد المصاعد قليل بالنسبة لعدد الغرف أستخدام العمال لتحميل وتنزيل العفش نفس المصعد المخصص للزوار مع وجود مصعد خاص بهم,0,0,0,0,1,1,1,1,positive
“مستوى اقل بكثير من ٥ نجوم”. المطعم. لايوجد تنظيم او استقبال جيد,0,0,0,1,0,0,1,0,positive
“راحه و استجمام”. الغرفه مريحة وواسعه والحمام ايضا حمام السباحه ممتع. الحمام يحتاج الى شطاف,0,0,0,0,0,0,1,1,positive
استثنائي. حجزت غرفه مطله على برج خليفه وتم ترقيتها الى غرفة افضل بطابق اعلى كما طلبت كل شئ كان افضل مما طلبت واجمل كان الجميع رائعون اخيرا وجدت منزلي بدبي. لم يكن سائقي الاجره على علم بمكان الفندق ولكن اتوقع المشكله ستحل نفسها تدريجيا مع الوقت,1,0,1,0,0,1,0,1,positive
“كل ما صادفني رهيب”. كل شي. لا شي,0,0,0,1,0,0,0,0,positive
جيد. أعجبني الموقع  والاستقبال ، الافطار، وكذلك توفر المواقف المضللة.. التأخير حوالي ساعه في تزويدنا ببعض الطلبات عند الحاجه لها مثل ، مرتبه إضافية ولحاف إضافي مع أخذ رسوم إضافية عليها وليست مجانا.,0,0,0,0,1,1,1,1,positive
ناس كلهم محترمين,0,1,0,1,0,0,0,0,positive
والله احلى برنامج,0,1,0,1,0,0,0,0,positive
يسهل عليك الأمر,0,1,0,0,0,0,0,0,positive
“ذكريات جميلة”. الموقع ممتاز، الخدمة ممتازة ، طاقم العمل كانوا بشوشين، الواي فاي في انحاء المنطقة.. صغر مساحة المرحاض.,0,0,0,0,1,0,1,1,positive
“اروع من رائعة”. . المواقف,0,1,0,1,0,0,0,0,positive
حاجه ممتازة,0,1,0,1,0,0,0,0,positive
“جيد”. موقعه قريب من الحرم. الوايفاي + الخدمات,0,0,0,1,0,0,0,0,positive
رائع. الفطور الغرف واسعة ونظيفه الموقع. طلبتهم اصلاح الثلاجة عدة مرات وقد قامو بالاصلاح بعد 3 ايام,0,0,0,0,1,0,1,1,positive
“النظافة وعازل الصوت”. الفندق بشكل عام جيد وطاقم العمل متعاون وموقع الفندق كذلك ممتاز والسعر يعتبر جيد مقارنة بفخامة الفندق.. لايوجد عازل للصوت والأرضية وبعض الكراسي متسخة داخل الغرفة وكانت ثلاجة الغرفة فاضية عند الدخول وكذلك لايوجد سرير مزدوج وعدم وجود شطاف.,0,0,0,0,1,1,1,1,positive
جيد جداً. الأطلالة كانت جدا رائعة منظر ملاعب القولف مع البحر والمسبح الموقع جيد قريب من ياس مول وعالم فيراري دورات المياة يوجد بها شطاف يوجد مع جناح  البزنس مأكولا ومشروبات مجانا ولكن لايسمح بدخول الأطفال بالنسبه لي قد أعيد السكن فيه. الأثاث قديم نوعا ما تعطل المكيف وأصلحوه الثلاجه لاتبرد بالشكل المطلوب الفندق مزدحم بالليل من الزوار,0,0,0,0,1,1,1,1,positive
“بومحمد”. كل شي جميل. ,0,1,0,1,0,0,0,0,positive
صراحة تطبيق رهيب جدا😍 يساعدك في الطلب خاصة الي ما عنده سيارة.   يوصلونه بدري اذا تاخرو مره يعني ما يعدون ساعه😘,0,0,0,0,1,0,1,1,positive
ممتاز افضل تطبيق طلبات فعلا,0,1,0,1,0,0,0,0,positive
“فندق ممتاز”. الراحة والهدوء وحسن التعامل من طاقم العمل هناك عندهم عصير فوار على كيف كيفكم. طلبت صيادة سمك جابو رز ابيض مع شريحة سمك مقلي والحمدلله بس ترى الصيادية تختلف والعميل مش غبي بس احيانا يستغبي,0,0,0,0,1,1,1,1,positive
“غرفه بريميوم مطله”. فندق جميل جداً وتعامل الموظفين اكثر من رائع الغرفه نظيفه جدا جداً والموقع ممتاز والافطار جميل لي زياره اخرى بإذن الله  ❤️. الجلسات الخارجيه باللوبي كانت مزعجه والافضل ان تترك للمقيمين بالفندق وعدم دخول احد من الخارج لأن الاولويه للمقيمين فقط اتمنى ان يأخذ هذا الاقتراح بعين الاعتبار وبعدها تستحقون  ١٠/١٠ بجداره  👍🏼👍🏼,0,0,0,0,1,1,1,1,positive
“أكرر زيارتي له”. اعجبني موقع الفندق و الكبر الشقق و الغرف فعلا مكان مناسب للعوائل الكبيره ... ازدحام الاصنصير و عدم الدقه في تنظيف الغرف كل يوم ..,0,0,0,0,1,0,1,1,positive
“ممتاز”. الفندق جديد ونظيف وقريب من المسجد الحرام وقريب من السوق والمميز ايضا انه ليس كفنادق برج الساعه من حيث الازدحام عند مداخلها بحكم ملاصقتها للمنطقة الخارجيه للحرم حيث انه يفصله عن الحرم ممر بسيط وذلك ايجابي. خدمة الليموزين في الفندق ليست بنفس مستوى الفندق ولا انصح باستخدامها,0,0,0,0,1,1,1,1,positive
الجاكيت مره يهبل و من افضل الاشياء الي و صلتني مره حلو بالبس خذونه ماراح تندمون ابدا لايك محتاجه نقاط النساء لنساء,1,0,1,0,0,0,0,0,positive
ممتاز. موقعه جدا راقي. اثاث الاستقبال قديم من خمس سنوات نفس الأثاث وعن تكيف الاستقبال حار  واما عن الفطور نفس الشي كل يوم,0,0,0,1,1,0,1,0,positive
استثنائي. الموقع، طاقم العمل جدا متعاون، النظافة، الهدوء. مافي مغسلة للأسف,0,0,0,0,0,0,1,1,positive
“اجمل اقامة في دبي”. كل شي. لايوجد,1,0,0,1,0,0,0,0,positive
جيد جداً. أفضل موقع بين فنادق جدة الأفطار والمسبح ممتاز. نحن كمجتمع شرقي شطاف الماء أفضل من الكرسي,0,0,0,1,1,0,1,0,positive
استثنائي. يتميز بالموقع. ,0,1,0,1,0,0,0,0,positive
جيد. المسبح جميل وجيد للاطفال والكبار الحديقة جميلة السرير مريح وكبير الموظفون يبتسمون للضيوف الغرف نظافتها مقبولة. نظافة المبنى والدرج  الجانبي والشرفة التي في الغرفة لم نستمتع بها من الاوساخ والغبار  وحديقة لعب الصغار بحاجة للصيانة والتجديد جميعها بحاجة للتنظيف وبشكل ملحوظ,0,0,0,0,1,1,1,1,positive
اشكر طاقم العامليين على تعاملهم الحسن والراقي فعلا هم واجهته المكان وحببوني بالفندق انصح فيه وبقوه,0,0,0,0,1,0,1,1,positive
“اجمل فندق”. الفندق خسارة فيه ٣ نجوم يستحق اكثر.. النظافة التعامل والابتسامة قضيت اجمل 5 ايام وان شاء الله راح اكرر التجربة وانصح الجميع بالفندق ويتميز بقربة من كل شي. لا شئ,1,0,0,0,0,1,1,1,positive
“اقامة لمدة يومين في الفندق”. الغرفة واسعة وموقع الفندق قريب من مول السلام وايضا توافر مطاعم، سوبرماركت وصيدلية حول الفندقاول ما دخلنا الفندق قامو بضيافتنا بعصير بارد الشيك أن كان سريع والشيك أوت أيضا. لم يكن الحمام نظيف عندما دخلنا الغرفة اول مرة الغرف والممرات فيها رائحة مكتومة تأخر الاستقبال والروم سيرفس من تلبية طلباتنا أضواء الغرفة لم تكن جميعها مضاءة فطلبنا اصلاحهاكنت أفضل  تكون وجبة الافطار من ضمن العرض,0,0,0,0,1,1,1,1,positive
استثنائي. موقع الفندق ممتاز والخدمات رائعة اعجبتني خدمة الغسيل والكوي مجانا يستحق التكرار. لاشيء,0,0,0,0,0,0,1,1,positive
“لم أرتاح في فندق في حياتي زي بودل والله”. أعجبني بخاصة الهدوء. ,1,0,0,0,0,0,1,1,positive
جيد. نظافة الفندقالسرير مريحاخلاق موظفين الفندق واخص بالذكر الأخ أنور ساعدني بعملي. عدم وجود افطار,0,0,0,0,0,0,1,1,positive
رائعة توصيل سريع,0,1,0,1,0,0,0,0,positive
“السياحه الدينيه أحلى مع حياة ريجنسى”. بصراحه فندق ممتاز وطاقم الإستقبال ومضيفين المطعم بشوشين جدا وخدمه ممتازهوشكر خاص للإستاذ محمد الظواهرى على حسن الضيافة والحرص على راحة النزلاء. لاشئ يذكر ولكن الرجاء وضع مجموعة العنايه بالذقن والأسنان بالتواليت,0,0,0,0,1,1,1,1,positive
ممتازه ❤️❤️❤️,0,1,0,1,0,0,0,0,positive
راااااائع استمرو في التنصيص,0,1,0,0,0,0,0,0,positive
“الأفضل على الإطلاق”. Thanx for all Armani stuff. Cigar lounge,1,0,0,1,0,0,0,0,positive
“قمة الروعه”. كل شي اعجبني والفندق امينين جدا فقد نسيت محفظتي وعند عودتي لها بعد ساعه قامو بتسليمها لي وطلبو مني التأكد من محتوياتها. ,0,0,0,0,1,0,1,1,positive
ممتاز. سرعة انهاء اجراءات الدخول و الخروجقرب الفندق من مركز الوحدة التجارى. المسبح فى الدور الاخير مفتوح على الجو الخارجى و غير مناسب لفصل الشتاءالكوفى شوب بالمسبح لا يتعامل الا كاش حتى مع نزلاء الفندقالواى فاى المجانى متقطع,0,0,0,0,1,1,1,1,positive
“جميل لكن يوجد افضل ونفس السعر”. اجبني الهدوء بالغرفه وعدم وجود اي ازعاجات خارجيه او داخليهاعجبني الاثاث الكلاسيكي مهما كان عمره يبقى بطلته الجميله. بعد الفندق عن الاماكن السياحيةوعدم وجود مظلات للسيارات ومواقف السيارات غير مرتبه بتاتاً البته ...,0,0,0,0,1,1,1,1,positive
استثنائي. طاقم الاستقبال والعاملون بالإجمال خدومين لأبعد درجه وفي اي وقت وبيسر وسهوله وسرعه ومتعاونييييين جداً في التشيك ان حتى قبل الوقت المحددالافطار مجملاً رائع ولذيييذقرب الفندق من الحرم بالمجمل فندق تحس فيه بالاريحيه والهدوووء. لايوجد,0,0,0,0,1,1,1,1,positive
“الفندق بداء بشكل جيد والان الى اسوء للعلم هذه المره الثانيه اسكن في الفندق”. الموقع راىع لانها قريبه محطة الرقه ١٥٠ متر يوجد موظف اسمه عمرو كان راىعا و موظف اسمها انا في الاستقبال راىعه. لقد حجزت غير مستردة القيمه لعدد ٢ لكن الثاني لم يحضر فقلت للاستقبال حول القيمه الى افطار لان قيمة الغرفه لاثنين فرفض,1,0,0,0,0,1,1,1,positive
كبداية ممتاز,0,1,0,1,0,0,0,0,positive
Program Is good 👍,0,1,0,1,0,0,0,0,positive
برنامج جددا ممتاااززز,0,1,0,1,0,0,0,0,positive
“برأيي أفضل فندق حول الحرم”. اروع افطار في العالم من غير مبالغة. السعر عالي لانه لم يكن وقت موسم,0,0,0,0,1,0,1,1,positive
حلو جدا تطبيق,0,1,0,0,0,0,0,0,positive
“اوصي الجميع بالسكن بهذا الفندق”. النظافةالفخامةالافطارعمال صيانة سريعين التجاوب جداقربه من الحرم بالنقل وليس علي الاقدامالمدير المناوب فؤاد اللقماني كان راقيا في التعامل متعاون  . اري انه مكسب كبير للفندق. النقل متوفر عن طريق سابتكو بسعر مناسب يعيب عليه امرين.. نهاية عملهم الساعه 12 ليلايوم الجمعة زحام شديد جدا علي النقل العامانصح ادارة الفندق بضرورة توفير نقل خاص بعملاء الفندق وهذا الامر ضروري جدا لكي يتم اكتمال الراحة التامة للنزلاء,0,0,0,0,1,1,1,1,positive
“ممتاز”. كل شي رائع سواء انه غالي شوي وكل شي ممتاز بصراحه ❤. غالي في يوم 400 لو يصير مخفض افضل ويصير كل يوم اروح له لكن غالي فلا استطيع زيارته كثيرا,0,0,0,1,1,0,1,0,positive
وسيله اتصال فعاله تمكنك من اخذ وجبتك المفضله بدون الخروج من المنزل او حتى الانتظار طويلا,0,0,0,1,0,0,1,0,positive
“جيد جداً”. طاقم العمل وأخص بالذكر العامل محمد باكستاني الجنسية ويعمل في الفترة الليلية والذي كان متعاوناً وبشكل منقطع النظير وكان معي جنباً إلى جنب بتذليل أي صعوبات تعترضني ، متمنياً له التوفيق الدائم، كما أتمنى من إدارة الفندق تكريم هذا الموظف نظير إخلاصه في العمل. ,0,0,0,0,1,1,1,1,positive
“اكتشف”. الاخلاق ممتاز. الموقع,0,1,0,1,0,0,0,0,positive
جميع برامج التوصيل الي في مصر تصتحك الشكر والتقدير علي خدمات توصيل ليه لان حاجه موفره وخدمة بدون نقاش بين سائق تاكسي او وباص مع العلم في ناس كثيره مكنتش تحلم بهذه الخدمات بس هانقول ابه في ناس منفسنا مش لتحب حاجه تنجح لازم يقول كلام وحش علشان حصل معاه موقف غير مقصود انت حضرتك مش عارف انك مستني خدمة توصيل جيالك لحد عندك احمد ربنا واشكر ربنا علي النعمه اللي انت فيه,0,0,0,0,1,1,1,1,positive
جيد. الإطلالة جميلة جدًا على النافورة بس زجاج الشباك مو نظيف مرة فإذا بغيت أصور يؤثر عالصورة. القيمة!,0,0,0,0,1,0,1,1,positive
تطبيق ولا أروع كل المطاعم موجودة وسرعة في التسليم وتعامل ممتاز,1,0,0,1,0,0,1,0,positive
ضعيف جداً. . المكان سابقا كان يتميز بالنظافة والهدوء السخان بدورة مياه لا يعمل والتلفاز غير موصل ويوجد روائح بالغرفة مما اضطرنا ان نغير الشقة,0,0,0,0,1,0,1,1,positive
“نظافة الغرف”. . نصحني أحد النزلاء بأن أغادر قبل أن أدخل للفندق لأنه غير ثلاثة غرف في نفس اليوم تقع في عدة طوابق بسبب حشرة البق المتواجدة في الأسرةوطبعاً غادرت لفندق آخر قبل أن أنزل فيهالمطلوب من إدارة الفندق الرد على هذا الموضوع لأن النظافة من أهم مميزات الفنادق عالمياً,0,0,0,0,1,1,1,1,positive
“Bandar/bandar”. الفندق حلو والاجمل من كل ده الموظف البرنس منعم شكرًا. وجود باب مقفل بغرفتي يسمع ورآه أصوات المستأجر الاخر بجانبي,1,0,0,0,0,0,1,1,positive
احسن خيار,0,1,0,1,0,0,0,0,positive
“من اجمل و اقرب الفنادق هناك”. قرب المسافه. صعوبة الوصول بالسياره,1,0,0,1,0,0,1,0,positive
البرنامج يسهل عليك طلب اي شي ومفيد,0,0,0,1,0,0,0,0,positive
استثنائي. الفندق منظم جدا ويعتني بادق التفاصيل التي تخدم العميل ابتداء من مواقف السيارات والاستقبال والمصاعد والغرف ، بوفيه الافطار فريد من نوعهاقمت في فنادق مجاورة في مكة لم تكن في مستوى حياة ريجينسي. ,0,0,0,0,1,1,1,1,positive
“فندق جميل ورائع”. النظافة والسعر الجيد وقوة اشارة الواي فاي وطاقم العمل الممتاز والخلوق.اسعار وجبات المطعم جيدة وموظفي المطعم كانو قمة في الاحترام.انصح بهذا الفندق للعوائل.. عدم وجود عازل للصوت بين الغرف حيث يمكنك سماع حديث النزلاء في الغرفة التي بجانبك.الصعوبة نوعا ما في العثور على موقف لسيارتك بعد الساعه 11 ليلا بسبب ازدحام السكان بالمدينة.,0,0,0,0,1,1,1,1,positive
حسنا,0,1,0,1,0,0,0,0,positive
جيد. . القيمه,0,1,0,1,0,0,0,0,positive
“مكان جميل واهتمام ممتاز”. اثاث رايع واقامه ممتازه. هناك باقي اكل من البيك بالثلاجه ولم يتم تفقدها,0,0,0,1,1,0,1,0,positive
مطعم ممتاز,0,1,0,1,0,0,0,0,positive
تطبيق جدا ممتاز وسهل,0,1,0,1,0,0,0,0,positive
“شقق فسيحة ومريحة ومكان جدا رائع”. يوجد مسبح للاطفال نظيفالاطلالة رائعة المطعم مذاق الاطعمة ممتازة ورخيص مقارنة بالفنادق الاخرى المماثلةالشقة كبيرة وواسعة جدا. السعر مبالغ فيه,0,0,0,0,1,0,1,1,positive
“فخامه وابداع مختص”. كل مايحتويه الفندق الوفي الناجح لعملائه موجودة داخل هذا الفندق. السعر مرتفع قليلا,0,0,1,0,1,0,0,1,positive
“فندق مريح جدا وخاصة لرحلات العمل”. الفندق جدا ممتاز في جميع الخدمات والفطور كان متعدد الخيارات. لا يوجد ما يثير عدم الإعجاب لكن اعمال البناء الموجودة حول الفندق سرعان ما تنتهي ويكون الفندق في احلى مكوناته,0,0,0,0,1,1,1,1,positive
“تجربة جديدة وجيدة مع الهلتون”. الموقع وحسن تعامل الموظفين الى حد ما. التاخر في الرد من موظفي الاستقبال الأبطأ في جلب ماتطلبه من الفندق لايوجد افطار مجانا مع اقامتي,0,0,0,0,1,0,1,1,positive
“فندق جيد لكن مبالغ بالسعر”. الفندق ممتاز وجيد. السعر مبالغ فيه اقمة ليلة واحدة بقيمة ثلاث ايام بفندق بدبي وخمس نجوم,0,0,0,0,1,0,1,1,positive
جمييييل جدآ ❤,0,1,0,1,0,0,0,0,positive
“مكان الراحه والروقان”. كل شي في الفندق اعجبني / وتعامل الاخ الخلوق هشام الي في الاستقبال تعامله عسل واسلوبه عسل واخلاقه عاليه. النت يقطع وضعيف / والانترنت من اقل اهتماماتي,0,0,0,0,1,0,1,1,positive
"“تجربة مميزة بدبي”. بالرغم من تنوع الأفطار الاستثنائي, لكن لايوجد الكتير المألوف للعرب.الغرفة والخدمات العامة ممتازة... كنت في الدور65 ومع ذلك لايوجد اطلالة جيدة",0,0,0,1,1,0,1,0,positive
“شقق فندقية جميلة”. اعجبني نظافة الشقة وحسن الترتيب والخدمات. لم يعجبني استخدام سخانات المياه الفورية التي من غير خزان وهذا ما يؤدي إلى تغير درجة حرارة الماء وتذبذبها من حار الى بارد اثناء استخدام الدش. وكذلكضعف ضغط الماء,0,0,0,0,1,1,1,1,positive
روعة جدا,0,1,0,1,0,0,0,0,positive
“راحه وهدوء”. اعجبني الهدوء والقهوة ألعربيه وحسن رحابه الموظفين والواي فاي ممتاز والمسبح رايق والفطور جداً جميل ومتنوعووجود قنوات ألجزيره الرياضية كامله. الباركيه بالغرفمكان التلفزيونووساخه النوافذومدخل الفندق الصغير والمرتفعووجود الكحوليات بالغرف,0,0,0,0,1,1,1,1,positive
استثنائي. بالنسبة لسعره ممتاز جدا جدا كان ب ١٩٥ شامل كل شيء. القزاز من الخارج يحتاج له تنظيف,0,0,0,1,1,0,1,0,positive
ممتاز. الهدوء. الطيور عند الفطور,0,1,0,0,0,0,0,0,positive
مشروع ممتاز جدا,0,1,0,1,0,0,0,0,positive
“إقامة ممتازة”. الموقع وتعامل طاقم العمل ..الدخول للشقة صباحاً قبل موعد الدخول الثالثة ظهراً لأني عميل جينيس.. الشقق غير معزولة جيداً ضد الصوت وضوضاء الشارع وضوء الشمس..,0,0,0,0,1,0,1,1,positive
برنامج رائع والموزعين ممتازون,0,1,0,1,0,0,0,0,positive
